 tweet,label
 karnataka elections 2008 ,LER
 respectful homage memory great singer manna dey ,LER
 bjp parivartan rally sonepat speech 04 15 ,LER
 thanks good words jigar ,LER
 ptv interview kargil war ,LER
 able solution discussing house today ,LER
 like convey special thanks leader opposition parties meetings appeared ,LER
 speaking shri jairam ramesh told lok sabha 29 2013 ,LER
 watched mrigendra kautilya answering difficult questions tv feel ,LER
 speech mehboobnagar 28th september 2013 ,LER
 uttarakhand tragedy speech lok sabha 2013 ,LER
 ask slipped lok sabha huff ,LER
 listed introduction friday come 6th september ,LER
 present law provide ,LER
 stand clear prime minister special meeting convened discuss constitution amendment ,LER
 raised matter arjuna awardee makhan singh family lok sabha today ,LER
   ,LER
   ,LER
  i  ,LER
   ,LER
 safe delhi ,LER
 partisan approach solemnity great occasion ,LER
 heartfelt condolences sad demise shri dileep singh judev mp tall popular leader chhattisgarh ,LER
 eid mubarak ,LER
 address students delhi university ,LER
 day monsoon session food security introduced lok sabha supported introduction ,LER
 wanted defence minister clarify parliament ,LER
 missing defence minister statement ,LER
 defence wing statement says action likely consequence frustrations terrorist tanzeems pak army ,LER
 defence minister told houses parliament ambush carried persons dressed pak army uniform ,LER
 defence wing statement categorically accuses pak army incident ,LER
 demanded creation telangana brought session ,LER
 party meeting convened speaker lok sabha held morning ,LER
 role opposition indian democracy lecture campus law centre delhi university 2013 ,LER
 issues raised issue totalization agreement h1b visa indian professionals ,LER
 good meeting mr joe biden vice president united states america afternoon ,LER
 fine worry ,LER
 took ujjain morning landed jaipur technical snag right engine aircraft ,LER
 heartfelt condolences bereaved family government apprehend killers prosecute ,LER
 deliberate attempt denigrate parliament ,LER
 monsoon session july government recommended ordinance national food security ,LER
 went extent saying including allowed land ,LER
 ought dismissed inept incompetent ,LER
 speech release bjp mahila morcha magazine hamari bahnain 27 06 2013 ,LER
 send contributions cheque draft ,LER
 assured help ,LER
 spoken home minister shri sk shinde requested requisition army undertake rescue operation ,LER
 united opposition defeat congress opposition got united congress defeated ,LER
 nda nda ,LER
 ideal life ,LER
 speech budget session parliament ,LER
 government stubborn ,LER
 government promulgate ordinance national food security ,LER
 opposed special session parliament suggested monsoon session parliament advanced ,LER
 family pays rs 60 000 fly acid attack victim body ,LER
 compensation mere lac rupees maharashtra government grossly inadequate adding insult injury ,LER
 acid attack preeti rathi death painful unfortunately culprit large ,LER
 better option prepone monsoon session july ,LER
 opposed special session parliament ,LER
 convene special session parliament ,LER
 national food security media reports government considering option ordinance ,LER
 prime minister says opposition impatient ,LER
 sushma swaraj slams pm manmohan singh statement praises nda performance economic times ,LER
 sushma slams pm half glass remark praises nda ,LER
 shocking unfortunate condemn outright chhattisgarh naxalt attack ,LER
 contents story imaginary far truth ,LER
 invited lunch rashtrapati ji leave early ,LER
 spoken archana chitnis education minister madhya pradesh jyoti dhurve mp betul extend help poonam ,LER
 poonam betul fought poverty topped class mp board ,LER
 indian railways honour arunima sinha job ,LER
 speech rashtriya godhan sammelan 19 2013 44 ,LER
 govt firm ex sc judge joseph nhrc indian express ,LER
 reiterate congress party responsible non passage bills ,LER
 hoardings caricature round abouts near house signs desperation ,LER
 youth congress workers held demonstration bjp hqs morning ,LER
 mubarak begum ji pray good health long life ,LER
 befitting tribute grateful nation great hero war independence ,LER
 welcome support demand bring mortal remains bahadur shah zafar burial delhi ,LER
 shri yashwant sinha right ,LER
 press conference 30 2013 ,LER
 speech lok sabha 30 2013 ,LER
 commission officials checked helicopter baggage tn kerala elections ,LER
 members signed confidence motion jdu bjd tmc aiadmk dmk left parties ,LER
 shri kamal nath minister parl affairs know chairman jpc appointed speaker lok sabha government ,LER
 cases rape children cases involving brutality barbarity present case ,LER
 home minister convene meeting representatives political parties provide death sentence ,LER
 delhi child rape case shown perversity sadism common crimiinals ,LER
 thought barbarity damini case aberration ,LER
 shifted aiims immediately ,LER
 terribly shocked know details rape year old child delhi ,LER
 bjp turns pro farmer cross party talks land reform sushma brands current laws ,LER
 strongly condemn behaviour cpm leaders apologise gross misconduct cadres ,LER
 learn ms mamata bannerjee chief minister heckled ,LER
 god grace safe ,LER
 landing pilot told auto controls aircraft stopped working flew manual controls ,LER
 flown 45 minutes pilot told aircraft developed technical snag ,LER
 shri rajnath singh arun jaitley dharmendra pradhan sathish flying bangaluru election rally ,LER
 shri arun jaitley recorded dissent separate note ,LER
 dissent selection nhrc members cont ,LER
 national human rights commission nhrc members chairperson members cont ,LER
 sakegi banks dwara bhi vasooli sthagit kr di gayi hai ,LER
 raised issue killing crpf jawans lok sabha today 14 2013 ,LER
 yamuna bachao intervention lok sabha 11 2013 ,LER
 speech lok sabha international women day ,LER
 aur mulk ke prati bewafayi karne ke liye main doosra shair aapko mukhatib karke parh rahi hun ,LER
 sorry bil act life changed pl help mubarak begum film fraternity respond ,LER
 raised parliament on22 2012 speakingon copyright amendmentbill2012 ,LER
 india tv telecast painful story mubarak begum programme gumnaam begum 10 30 pm today ,LER
 speech national council meeting today 2013 ,LER
 response home minister statement 22 2013 reg hyderabad bomb blasts ,LER
 intervention lok sabha 22 2013 hyderabad bomb blasts ,LER
 village speaks gods language ,LER
 thank friends good wishes birthday ,LER
 thanks comments posted pl record suggestions ,LER
 spoken nsa asked government informed regard ,LER
 meeting national security adviser fruitful ,LER
 response government far ,LER
 government tough measures support government decisions ,LER
 told convey prime minister happened loc unacceptable ,LER
 spoke national security adviser mr menon yesterday ,LER
 thanks giving speech shanmukhanand hall mumbai 25 12 2012 ,LER
 merry christmas ,LER
 spoken mrs krishna tirath minister women child development regard ,LER
 prime minister said consider suggestion ,LER
 spoken prime minister ,LER
 people genuinely angry ,LER
 demanded death sentence rapists lok sabha 18 12 2012 ,LER
 3rd december respectful homage victims bhopal gas tragedy ,LER
 sorry hear sad demise shri ik gujral great statesman remembered finesse decency politics ,LER
 reason pressing discussion rule 184 ,LER
 possible motion followed vote ,LER
 left choice expressing opinion house ,LER
 government violated assurance unilaterally announced decision implement fdi multi brand retail ,LER
 taken consensus developed process consultation political parties chief ministers states ,LER
 7th december 2011 finance minister categorically assured house decision implement fdi multi brand retail ,LER
 discussion rule 184 followed vote discussion rule 193 express opinion house ,LER
 questions pressing discussion 184 explain ,LER
 government assurance floor parliament 12 2011 reg fdi retail ,LER
 look forward views ,LER
 song refers lord krishna radha maathe pe pankh kehte hain makhan chor pl lyrics ,LER
 concerned safety marvi sirmed ,LER
 memory dr shyama prasad mukherjee ,LER
 season allegations allegations levelled national president cont ,LER
 vijayadashmi ki shubhkamnayein ,LER
 man great humble man creative simple yash chopra death personal grief family ,LER
 conveyed home minister shri sushil kumar shinde minister parly affairs away ,LER
 agreeing proposal winter session held 21st november 21st december normally held ,LER
 discussed senior colleagues party nda leaders ,LER
 brief session 26th november 7th december staggered session week november december ,LER
 session commencing 21st november 21st december starting 26th november 21st december ,LER
 minister parliamentary affairs telephoned suggested dates winter session parliament proposed dates ,LER
 tvay hindubh sukha vardhitoham ,LER
 friends join 30 pm today ,LER
 cremation shri kedar nath sahni place today pm lodi road grounds ,LER
 going lost strong pillar party belonged generation struggled raised party grass root ,LER
 shri kedar nath sahni left ,LER
 decision government permit fdi multi brand retail trade blatant betrayal cont ,LER
 departure personal loss pay respects feet poojniya sudarshanji ,LER
 fortunate lot affection guidance poojniya sudarshanji ,LER
 poojniya sudarshanji sarsanghchalak left heavenly abode morning ,LER
   ,LER
   ,LER
   ,LER
 massive loot national resource like coal hand government robbing cont ,LER
 profile mrs sushma swaraj sushma swaraj member parliament leader opposition lok cont ,LER
 eid mubarak ,LER
 gave notice lok sabha suspension question hour discuss attacks people north cont ,LER
 extremely happy know delhi government declared sparrow state bird spent cont ,LER
 cont ,LER
 speech privatisation water delhi 2012 ,LER
 issue violence mumbai raised lok sabha today ,LER
 raised issue black money lok sabha today ,LER
 raised issue persecution hindus pakistan lok sabha today ,LER
 raising issue illegal infiltration violence kokrajhar assam way adjournment motion lok sabha tomorrow ,LER
 shri ajay bhatt leader opposition uttrakhand spoke need emergency evacuation cont ,LER
 rescue pilgrims immediately assured needful earliest ,LER
 spoken home minister shri sushil kumar shinde requested requisition army airforce helicopters ,LER
 indo china border road ,LER
 shri ajay bhatt leader opposition uttrakhand spoke need emergency evacuation pilgrims stranded uttarkashi ,LER
 raise issue missing kidnapping children country ,LER
 economic crisis fdi retail shoot incident wisconsin gurudwara ,LER
 failure power grids simultaneously centre state relations plight handloom weavers draft national water policy 2012 ,LER
 ethnic violence kokrajhar assam flood drought situation various states country exhorbitant increase fertilizer prices ,LER
 propose raise following issues parliament ,LER
 party meeting called hon ble speaker held morning 11 ,LER
 monsoon session parliament begins 8th august 2012 ,LER
 heartiest congratulations saina nehwal ,LER
 congratulations vijay kumar winning silver medal country ,LER
 happy raksha bandhan ,LER
 speech memory bal apte ji 31 07 2012 ,LER
 speech lokpal lok sabha 27 12 2011 views cbi 48 58 51 58 ,LER
 called mahamahim rashtrpatiji rashtrapati bhawan afternoon courtesy leader opposition ,LER
 vande matram salute memory kargil heroes ,LER
   ,LER
   ,LER
   ,LER
   ,LER
   ,LER
 shri jaswant singh ji filed nomination papers nda candidate office vice president ,LER
 shri javed akhtar shankar mahadevan ram sampat vinay shukla visited thank speech parliament ,LER
 bal apte passes away man honest principles committed party ideology ,LER
 studied oxford university barrister law inner temple practising supreme court ,LER
 child daughter ,LER
 member parliament 1998 2004 ,LER
 governor mizoram feb1990and achieved distinction youngest governor country 37 years age ,LER
 designated senior advocate supreme court india 1986 appointed advocate general ,LER
 joined politics 1977 swaraj continued practice criminal law ,LER
 wedding anniversary today got married swaraj kaushal 13th july 1975 practising supreme court ,LER
 13th july 1975 wedding anniversary today ,LER
 legend life simple humble soul rest peace ,LER
 painful know sad demise shri dara singh ji ,LER
 spoke mrs poonam sinha brother shatrughan sinha feeling better thank god ,LER
 praying speedy recovery shri dara singh ji good friend colleague ,LER
 grateful people giving 10 12 mayors recent elections ,LER
 case doubt report police locate parents restore child ,LER
 child begging make efforts child child kidnapped like sangita ,LER
 accused told police kidnapped sangita use begging ,LER
 request government bring stringent law deal menace kidnapping children country ,LER
 lakhs young children kidnapped year ,LER
 year old baby girl sangita kidnapped cst station mumbai rescued haridwar 27 days ,LER
 speech parliament bhopal gas tragedy ,LER
 mumbai day ,LER
 addressing press conference thursday 21 2012 12 noon bjp headquarters 11 ashok road new delhi ,LER
 speech bjp mahadhiveshan mumbai 1995 ,LER
 hindu states andhra pradesh sushma braves rain address people ,LER
 addressed massive rally hanumakonda warangal despite heavy rain huge response audience memorable meeting ,LER
 leaving raipur address newly elected representatives gram panchayats chhattisgarh ,LER
 attended rishabhanchal teerth sthapana diwas ghaziabad today happened birthday jain sadhavi ma shree kaushal ji ,LER
 retruned day national executive meeting mumbai ,LER
 reach delhi tonight leave early morning important function tomorrow ,LER
 respect honour decisions party draw conclusions ,LER
 speech lok sabha copyright 22 2012 ,LER
 agriculture minister shri sharad pawar assured year cold wave shall treated natural calamity ,LER
 unfortunately cold wave treated natural calamity farmer compensation loss soyabean crop ,LER
 years soyabean crop destroyed account cold wave ,LER
 raised problem soyabean farmers lok sabha today ,LER
   ,LER
   ,LER
   ,LER
   ,LER
 explained context meaning ,LER
 parasparah virodhe tu vayam panchch te shatam parahi paribhave prapte vayam panchadhikam shatam ,LER
 friends want write sanskrit slok speech lok sabha 13 2012 sloka ,LER
 good people join politics ,LER
 speech lok sabha 13 2012 ,LER
 rashtrapatiji address joint session pm ,LER
 houses parliament special sitting day ,LER
 13 parliament held sitting 60 years ago ,LER
 gunny bags pleaded government india lok sabha 7th 2012 ,LER
 secretary clinton daughter bansuri ,LER
 raised matter non availability gunny bags lok sabha today farmers madhya pradesh cont ,LER
 cont ,LER
 raised matter regarding shortage gunny bags madhya pradesh lok sabha today ,LER
 finally got children abhigyan aishwarya norway country feel relieved ,LER
 nda floor leaders meeting 23rd april 2012 pm ,LER
 happy chitirai thirunal ,LER
 visit 10 villages day silwani sanchi assembly segments ,LER
 lakh indians qatar ,LER
 india close relations qatar marked historical ties people people contacts ,LER
 called emir qatar hh sheikh hamad bin khalifa al thani ,LER
 president zardari promised ,LER
 going ajmer sharief pray khwaja sahib peace countries ,LER
 end lunch prime minister told president zardari ,LER
 pakistan interior minister mr rehman malik mr bilawal bhutto present ,LER
 attended lunch hosted prime minister president zardari team ,LER
 large constituency 300 kms long 2400 villages constituency ,LER
 shall visit 10 villages basoda assembly segment constituency tomorrow ,LER
 visited 10 villages today khategaon assembly segment parliamentary constituency ,LER
 6th april bjp founded day hoisted party flag ashta distt sehore madhya pradesh ,LER
 received foreign minister maldives mr abdul samad abdullah chamber parliament house april ,LER
 corecipient nobel peace prize 2011 ,LER
 mrs tawakkol karman youngest yemeni woman receive nobel peace prize ,LER
 meeting nobel laureate mrs tawakkol karman residence today ,LER
 received foreign minister maldives mr abdul samad abdulla chamber parliament house today ,LER
 ptv interview link ,LER
 veteran journalist mr siddharath varadajan review ptv interview dated 2002 ,LER
 congratulations government myanmar accelerating process democracy country ,LER
 heartiest congratulations ms aung san suu kyi landslide victory party byelections ,LER
 english text ptv live interview 2002 ,LER
 moved attention motion lok sabha 29th march 2012 regarding children held norway text ,LER
 maiden speech lok sabha 11 1996 ,LER
 ptv live interview 03 2002 attack indian parliament ,LER
 intervention lok sabha 21 2012 government poverty figures ,LER
 lok sabha discussion rail budget continue tommw ,LER
 intervention lok sabha today 19th march 2012 amendment reg nctc ,LER
 tmc bsp joined walk sp voted government beginning realignment ,LER
 ministers alliance partner tmc walked house huge embarrassment government ,LER
 tmc members vote government walked house ,LER
 prime minister speech assured shri dinesh trivedi resignation forwarded president acceptance ,LER
 227 votes favour government 45 majority government majority claim exposed ,LER
 saying number number mr prime minister number ,LER
 monday prime minister reply motion thanks debate lok sabha amendments nctc ,LER
 survey new rail line indore jabalpur cover large constituency ,LER
 memu train run beena bhopal pass constituency great facility daily passengers ,LER
 happy rail based industry set sanchi assembly segment vidisha parliamentary constituency ,LER
 budget session parliament begins today presidential address joint session houses ,LER
 given notice attention motion kids held norway ,LER
 goa happy bjp government goa ,LER
 attend swearing ceremony bjp government led shri manohar parrikar goa today ,LER
 warm wishes international women day ,LER
 let today resolve provide safer world women ,LER
 unfortunate safety women matter concern ,LER
 entered areas supposedly exclusive domains men space mountaineering ,LER
 matter great satisfaction pride women globe scaled great heights various fields ,LER
 session short major discussion motion thanks presidential address ,LER
 conduct defiant attitude ministers ,LER
 raise important issues particularly nctc white paper black money assault federalism violation model code ,LER
 attention motion regarding children held norway ,LER
 attended party meeting convened hon ble speaker regarding issues coming session parliament ,LER
 election campaign began 31st january comes end today ,LER
 public meetings today nawabganj distt bareilly12 noon mohammadi 1310 hrs shrinagar distt lakhimpur kheri 14 15 hrs ,LER
 demand case registered guilty police officials 228a ipc prevent recurrence ,LER
 noida police gave address rape victim press conference adding insult injury ,LER
 section 228a indian penal code disclosure identity rape victim punishable years imprisonment fine ,LER
 section 228a indian penal code disclosure identity rape victim punishable cont ,LER
 today morning feb 27 2012 called grandparents sitting dharna near norway embassy ,LER
 children norway issue raise day parliament ,LER
 speech bjp vijay sankalp diwas delhi ramlila grounds 26th feb 2012 ,LER
 grand parents children held norway sitting dharna near norway embassy express solidarity cause ,LER
 goa elections goa 28th feb election campaign ,LER
 address karyakarta mahakumbh congregation delhi bjp workers ram lila maidan today afternoon ,LER
 public meeting hapur ,LER
 addressed muzaffarnagar meeting mobile phone ,LER
 reached hapur land muzaffarnagar ,LER
 elections public meetings kairana 12 noon muzaffarnagar 1330 hrs hapur 1515 hrs today 25th february 2012 ,LER
 budget speech ficci 01 03 2011 ,LER
 today 23rd february 2012 public meetings iglas aligarh 1245 hrs garhmukteshwar 1400 hrs pilkhua panchsheelnagar 1500 hrs ,LER
 press conference assembly election 2012 lucknow 17 02 2012 ,LER
 press conference election varanasi 12 02 2012 ,LER
 press conference assembly election 2012 kanpur 16 02 2012 ,LER
 false story quoting planted media hs carried despite denials pained agency like pti used ,LER
 despite denials story published pained say agency like pti used ,LER
 sorry false story quoting planted media ,LER
 request media pl spread falsehood ,LER
 categorically stating said question retracting turn ,LER
 described mayawatiji stonehearted said soniaji heart pti quoting having said false ,LER
 leaving kanpur address public meetings kuthwan kalpi ajitmal oraiya baldev distt mathura ,LER
 norway understand discuss business release children ,LER
 happy bjp mp shri tarun vijay wife vandana met ambassador norway release children ,LER
 budget session parliament 12th march 2012 ,LER
 happy passed tradition daughter recites stotras ,LER
 age started reciting stotras ,LER
 namami shamishan nirvana rupam goswami tulsidassji shiv tandav stotra king ravana ,LER
 maha shivratri ki hardik shubh kamnayein children expected memorise shiv stotras ,LER
 500 women participated demonstration submitted memorandum demanding immediate release children ,LER
 women wing delhi bjp staged protest demonstration embassy norway today return indian children parents ,LER
 addressing public meeting ram lila grounds sector 33 noida support party candidate dr mahesh sharma ,LER
 raise bhopal gas tragedy parliament regular intervals speech lok sabha 11 2010 ,LER
 dow chemicals london olympics strongly oppose idea dow chemicals sponsors cont ,LER
 cont ,LER
 addressed public meetings maudaha distt hamirpur akbarpur rania distt kanpur grameen ,LER
 angry upset norway failure return indian children parents parents allowed cont ,LER
 leader opposition spoke indian ambassador norway mr tyagi expediting return cont ,LER
 support action government rescue children trauma ,LER
 demand government act tough firm decisive action immediate return children india ,LER
 kind happened ,LER
 mr sm krishna assurance television country hoping children return parents immediately ,LER
 parents allowed meet children hour gap months decision return children ,LER
 angry upset norway failure return indian children parents ,LER
 going hamirpur akbarpur tomorrow ,LER
 doing badly scripted crudely directed bollywood film bound flop ,LER
 resorting achievements mention ,LER
 picture page newspapers votes ,LER
 kanpur cong leaders doing political nautanki ,LER
 press conference live etv ,LER
 reached kanpur way venue press conference ,LER
 addressing public meetings tomorrow banda 1230 hrs pratapgarh 1350 hrs kanpur 1700 hrs ,LER
 thank good wishes birthday happy liked picture grateful ,LER
 brother pillion year old ,LER
 huge response bjp candidates ,LER
 gauriganj rally shri tej bhan singh big ,LER
 distt jaunpur massive rally seema dwivedi candidate mungara badshahpur constituency ,LER
 lucknow public meeting chowk support party candidates gopal tandon lucknow north suresh srivastava lucknow west ,LER
 live webcast press conference varanasi today pl ,LER
 live webcast press conference varanasi today 12 noon ,LER
 law constitution ,LER
 request president withdraw pleasure dismiss shri salman khurshid minister union cabinet acting ,LER
 art 75 constitution minister continue office pleasure president ,LER
 press conference varanasi tomorrow 12th february 12 noon ,LER
 going varanasi ,LER
 way lucknow ,LER
 sadar sultanpur huge gathering responsive audience ,LER
 addressing public meeting sadar sultanpur shri arjun singh party nominee ,LER
 public meeting jaunpur cancelled denied permission bcaz cms rally ,LER
 addressed public meeting ajgara distt varanasi support party candidate shri hari nath sonkar ,LER
 campaign districts varanasi jaunpur sultanpur ,LER
 picture meeting elders ,LER
 pictures meeting elders ,LER
 received archbishop desmond tutu mrs ela bhatt dr brutland prime minister norway mrs mary cont ,LER
 reach gorakhpur rally gorakhpur alternate day true varanasi ,LER
 distt maharajganj adressing public rally padtawal bazar paniyara gyanendra sethwar ji party nominee ,LER
 distt gorakhpur bansgaon campaign party candidate smt shubhawati paswan tremendous support ,LER
 distt azamgarh huge gathering support bjp candidate smt gyanmati saroj lalganj ,LER
 second phase going varanasi campaign azamgarh gorakhpur maharajganj districts ,LER
 god good health long life ,LER
 let pray speedy recovery yuvraj singh ,LER
 party rally pathardeva massive leaving gorakhpur ,LER
 distt maharajganj public meeting siswa support party candidate shri ramapati ram tripathi ,LER
 distt deoria public meeting pathardeva shri surya pratap sahi bjp president state contesting constituency ,LER
 distt ballia public meeting bairiya support party candidate shri bharat singh ,LER
 way varanasi gorakhpur campaigning 12 days month ,LER
 bikapur public meeting support shri anil tiwari gokaran dwivedi party candidates bikapur gosaigang constituencies ,LER
 bahraich addressed bjp rally support party candidate anupama jaiswal ,LER
 reached lucknow morning campaign party candidates uttar pradesh ,LER
 unable reach gorakhpur ,LER
 captain says require visibility 3700m land gorakhpur moment 800m ,LER
 grow learned people ,LER
 day children perform saraswati pooja initiated learning education ,LER
   ,LER
 happy basant panchami ma saraswati shower ber blessings ,LER
 thank times taking behalf indian citizens ,LER
 let pray matter resolved delay mental agony parents children going ,LER
 custody children given ,LER
 told trying court settlement extended family india declared foster family ,LER
 spoken indian ambassador oslo mr tyagi ,LER
 indian mothers sleep kids ,LER
 lesson indian parenting ganesha story ganeshji got elephant head ,LER
 principle parenting child sleep parents instil child sense security ,LER
 feeding child hand child sleeping parents offence indian parents including guilty ,LER
 know logic norwegian laws thing clear know indian culture sensibilities ,LER
 snatching little kids parents norway shocking imagine parents kids going ,LER
 snatching little kids parents norway shocking imagine parents cont ,LER
 gone constituency days got return ,LER
 eager battle field wrong viral fever ,LER
 day youth country glorious traditions indian army ,LER
 things ,LER
 army preferred career option youngsters ,LER
 15 january salute soldiers indian army army day eyes soldier indian army cont ,LER
 ink throwing baba ram dev shocking deserves outright condemnation ,LER
 makar sankranti khichdi reigning queen ,LER
 tamil nadu makar sankranti called pongal version khichdi ,LER
 homes khichdi dish day ,LER
 north india dal chawal haldi namak ghee ingredients khichdi offered temples ,LER
 matters celebration makar sankranti khichdi common factor ,LER
 common festivals ,LER
 feel children feel feel poor downtrodden feel till heart stops brain reels think mad ,LER
 knew quotes swami vivekanand abvp days inspired ,LER
 delhi ,LER
 wish happy new year ,LER
   ,LER
 soul rest peace ,LER
 sorry know sad demise rani jethmalani colleague supreme court knew emergency days ,LER
 press conference 3012 2011 ,LER
 party ugly drama conspiracy hatched directions ,LER
 desh unke apradh ke liye unhe kabhi maaf nahi karega ,LER
 11 onwards initiate debate lokpal ,LER
 addressing ex servicemen rally dehradun ,LER
 merry christmas ,LER
 21 december 2011 years leader opposition ,LER
 ashfaqullah hanged prime youth ,LER
 bismil challenged british empire poem sarfroshi ki tamanna ab hamare dil mein hai dekhna hai zor kitna bazuye qatil mein hai ,LER
 19th december matyrdom day pandit ram prasad bismil ashfaqullah khan ,LER
 salute martyrs goa freedom struggle remember satyagrahis suffered unbearable torture pain movement ,LER
 today celebrate 50 years liberation goa ,LER
 food security introduced parliament let introduced study respond ,LER
 pl 19th september 2011 spoke sadhbhavana upvas quoted ms mehbooba mufti comments regarding cont ,LER
 addressed mammoth rally moga punjab chief minister sardar prakash singhji badal launch election campaign state ,LER
 alma mater panjab university chandigarh conferred degree doctor laws ,LER
 contentious issues reiterated stand lines dissent note submitted members standing committee ,LER
 want government bring lokpal session parliament ,LER
 party meeting convened prime minister lokpal concluded ,LER
 incident fresh memory inside parliament day husband member parliament ,LER
 13th december 10 years parliament attack today assembling pay tributes martyrs ,LER
 spoke mamata bannerjee regarding hospital tragedy sympathies families lost kith kin ,LER
 raisen parliamentary constituency vidisha ,LER
 discussion price rise lok sabha tomorrow 12 30 pm participating discussion ,LER
 shri pranab mukherjee called party meeting parliament house tomorrow 30 attending meeting ,LER
 delhi hectic tour constituency ,LER
 speech lok sabha bhopal gas tragedy 11 2010 ,LER
 provide effective safeguards country people ,LER
 opening country multinationals remember bhopal gas tragedy ,LER
 unfortunately guilty men tragedy gone scot free ,LER
 multinationals prepared remove industrial waste ,LER
 union carbide left 15 000 dead generation suffering physical disabilities ground water contaminated ,LER
 bhopal today seven years bhopal gas tragedy biggest industrial disaster world ,LER
 stalemate parliament government prepared discussion followed vote ,LER
 means end discussion country know parliament approves approve government decision ,LER
 asking discussion way adjournment motion provides discussion vote ,LER
 asking discussion rules provide discussion vote wrong unparliamentary unconstitutional ,LER
 government shying away vote house ,LER
 pressing adjournment motion device discussion followed vote house ,LER
 want discussion logical conclusion vote house ,LER
 government says ready discussion fdi retail want discussion talked ,LER
 means government majority support parliament decision ,LER
 government running away discussion followed vote house ,LER
 want discussion parliament adjournment motion fdi retail ,LER
 convince commenting opposition ,LER
 opposition cabinet party alliance partners supporting parties decision ,LER
 trinamool congress dmk leaders spoke decision party meeting today upa supporting parties sp bsp complete ,LER
 kerala state gone public saying sent letter opposing decision ,LER
 colleagues ak antony jairam ramesh opposed decision cabinet party decision congress president ,LER
 passing away assamese writer mrs indira goswami irreparable loss world literature heartfelt condolences ,LER
 want house discuss issue way adjournment motion tomorrow ,LER
 dr murli manohar joshi submitted notice adjournment motion behalf bjp opposition parties moved motions ,LER
 bypass parliament accept ,LER
 discussed issue parliament taken decision accordance sense house ,LER
 contempt house ,LER
 parliament session government announced decision far reaching consequences outside parliament ,LER
 sorry congress members disrupt house pranabda appealing opposition ,LER
 cong tried control house adjourned ,LER
 tried pursuade let house function listen ,LER
 congress members started shouting slogans disrupted house ,LER
 sorry say finance minister shri pranab mukherjee present house ,LER
 opposition leaders present house discussion price rise pm thursday ,LER
 adjournment motion blackmoney taken monday ,LER
 remember consesus presence price rise discussed pm thursday ,LER
 wish ask pranab da stalled parliament thursday afternoon ,LER
 martyrdom day guru tegh bahadur ji indebted great guru supreme sacrifice ,LER
 spite best efforts government allowing house function discuss price rise black money ,LER
 congress party efforts control members house adjourned day ,LER
 reiterated support telangana requested congress members allow discussion price rise ,LER
 pleaded agitated members bjp telangana ,LER
 congress members telangana region carrying placard shouted slogans allow house function ,LER
 parliamentary affairs minister absent fact cabinet minister present ,LER
 today discussion price rise start pm finance minister present house ,LER
 consensus discussion price rise pm today adjournment motion black money agreed monday ,LER
 appears government interested running house ,LER
 strongly condemn attack shri sharad pawar act madness ,LER
 bjp parliamentary party meeting 30 today ,LER
 price rise black money major issues ,LER
 winter session parliament begins today ,LER
 nda floor leaders meeting today pm ,LER
 bjp parliamentary party executive meeting 11 today ,LER
 mujhe rahjanon se gila nahin teri rahbari pe malaal hai complain robbers regret leadership ,LER
 main batayoon ki kafila kyon luta tera rahjanon se tha vasta let tell caravan robbed league robbers ,LER
 main batayoon ki kafila kyon luta tera rahjanon se tha vasta mujhe rahjanon se gila nahin teri rahbari pe malaal hai ,LER
 advaniji rally ram lila maidan telecast live pl ,LER
 chandigarh addressed public rally advaniji shri dhumal chief minister himachal pradesh graced occasion ,LER
 rest fight till honourably exonerated court ,LER
 wrong exposed corruption ,LER
 happy shri faggan singh kulaste mahavir bhagora sudheendra kulkarni directed released bail ,LER
 relations kashmir indo pakistan relations important issues ,LER
 party colleagues lok sabha submitting notices corruption black money blockade manipur floods encephalitis centre state ,LER
 non procurement paddy state maharashtra particularly gondia bhandara districts ,LER
 giving notices calling attention issues excessive fluoride ground water parts country ,LER
 given notices discussion price rise telangana ,LER
 winter session parliament begins 22nd november ,LER
 opening ceremony sugar nitin ji took sick sugar year revived ,LER
 addressed large gathering farmers dewada distt bhandara shri nitin gadkari dr raman singh chief minister chhattisgarh ,LER
 going nagpur ,LER
 people jharkhand address bhagwan respects memory shri birsa munda ,LER
 shri birsa munda ji born day great freedom fighter fought british rights tribal people ,LER
   ,LER
   ,LER
 delhi addressed public meeting shri kalraj mishra mp national vice president bjp gandhi maidan hardoi ,LER
 delhi addressed public meeting shri kalraj mishra mp national vice president bjp gandhi maidan hardoi ,LER
 way lucknow ,LER
 touring uttar pradesh ,LER
 sad know demise nobel laureate dr hargobind khorana ,LER
 advaniji janchetana yatra reached jaipur today joined yatra addressed public meeting ramlila maidan ,LER
 bhupenda great son india request prime minister honour bhupenda bharat ratna ,LER
 sea humanity bid farewell bhupenda deeply touched warmth people ,LER
 guwahati final journey bhupenda ,LER
 central government immediately intervene resolve end people agony ,LER
 bjp leaders yashwant sinha prakash javdekar gone manipur today ,LER
 met prime minister regard 21st october sorry central government taken effective steps lifting blockade ,LER
 despite news reports economic blockade manipur continues 100 days today ,LER
 raise coming session parliament government needs wake ,LER
 unfortunate 64 years independence able provide safe drinking water people ,LER
 lac people 885 villages nalgonda affected 10 000 people bedridden ,LER
 ground water nalgonda district 8ppm fluoride safe limit ppm ,LER
 doctoral thesis proposals preparing india basic education use audio visual techniques adult education ,LER
