achieve_yes
achieve_yes few_sixltr
insight_yes cause_yes achieve_yes
insight_yes cause_yes affiliation_yes
insight_yes cause_yes certain_yes
insight_yes cause_yes differ_yes
insight_yes cause_yes discrep_yes
insight_yes cause_yes feel_yes
insight_yes cause_yes hear_yes
insight_yes cause_yes many_sixltr
insight_yes cause_yes netspeak_yes
insight_yes cause_yes power_yes
insight_yes cause_yes reward_yes
insight_yes cause_yes risk_yes
insight_yes cause_yes see_yes
insight_yes cause_yes tentat_yes
insight_yes certain_yes
insight_yes certain_yes achieve_yes
insight_yes certain_yes affiliation_yes
insight_yes certain_yes differ_yes
insight_yes certain_yes feel_yes
insight_yes certain_yes hear_yes
insight_yes certain_yes netspeak_yes
insight_yes certain_yes power_yes
insight_yes certain_yes reward_yes
insight_yes certain_yes risk_yes
insight_yes certain_yes see_yes
insight_yes differ_yes
insight_yes differ_yes achieve_yes
insight_yes differ_yes affiliation_yes
insight_yes differ_yes feel_yes
insight_yes differ_yes hear_yes
insight_yes differ_yes netspeak_yes
insight_yes differ_yes power_yes
insight_yes differ_yes reward_yes
insight_yes differ_yes see_yes
insight_yes discrep_yes
insight_yes discrep_yes achieve_yes
insight_yes discrep_yes affiliation_yes
insight_yes discrep_yes certain_yes
insight_yes discrep_yes differ_yes
insight_yes discrep_yes feel_yes
insight_yes discrep_yes hear_yes
insight_yes discrep_yes netspeak_yes
insight_yes discrep_yes power_yes
insight_yes discrep_yes reward_yes
insight_yes discrep_yes risk_yes
insight_yes discrep_yes see_yes
insight_yes discrep_yes tentat_yes
insight_yes feel_yes
insight_yes feel_yes affiliation_yes
insight_yes feel_yes netspeak_yes
insight_yes feel_yes power_yes
insight_yes hear_yes
insight_yes hear_yes achieve_yes
insight_yes hear_yes affiliation_yes
insight_yes hear_yes feel_yes
insight_yes hear_yes netspeak_yes
insight_yes hear_yes power_yes
insight_yes hear_yes reward_yes
insight_yes many_sixltr
insight_yes netspeak_yes
insight_yes netspeak_yes assent_yes
insight_yes netspeak_yes few_sixltr
insight_yes netspeak_yes has_exclam
insight_yes netspeak_yes has_hashtag
insight_yes netspeak_yes has_photo
insight_yes netspeak_yes has_qmark
insight_yes netspeak_yes has_url
insight_yes netspeak_yes high_wps
insight_yes netspeak_yes low_wps
insight_yes netspeak_yes many_sixltr
insight_yes power_yes
insight_yes power_yes netspeak_yes
insight_yes power_yes risk_yes
insight_yes reward_yes
insight_yes reward_yes many_sixltr
insight_yes reward_yes netspeak_yes
insight_yes risk_yes
insight_yes risk_yes netspeak_yes
insight_yes see_yes
insight_yes see_yes achieve_yes
insight_yes see_yes affiliation_yes
insight_yes see_yes feel_yes
insight_yes see_yes hear_yes
insight_yes see_yes netspeak_yes
insight_yes see_yes power_yes
insight_yes see_yes reward_yes
insight_yes tentat_yes
insight_yes tentat_yes achieve_yes
insight_yes tentat_yes affiliation_yes
insight_yes tentat_yes certain_yes
insight_yes tentat_yes differ_yes
insight_yes tentat_yes feel_yes
insight_yes tentat_yes hear_yes
insight_yes tentat_yes netspeak_yes
insight_yes tentat_yes power_yes
insight_yes tentat_yes reward_yes
insight_yes tentat_yes see_yes
is_analytic_no
is_analytic_no achieve_yes
is_analytic_no affiliation_yes
is_analytic_no affiliation_yes achieve_yes
is_analytic_no affiliation_yes netspeak_yes
is_analytic_no affiliation_yes power_yes
is_analytic_no cause_yes
is_analytic_no cause_yes achieve_yes
is_analytic_no cause_yes affiliation_yes
is_analytic_no cause_yes differ_yes
is_analytic_no cause_yes discrep_yes
is_analytic_no cause_yes netspeak_yes
is_analytic_no cause_yes power_yes
is_analytic_no cause_yes reward_yes
is_analytic_no cause_yes see_yes
is_analytic_no cause_yes tentat_yes
is_analytic_no certain_yes
is_analytic_no differ_yes
is_analytic_no differ_yes affiliation_yes
is_analytic_no differ_yes hear_yes
is_analytic_no differ_yes see_yes
is_analytic_no discrep_yes
is_analytic_no discrep_yes differ_yes
is_analytic_no discrep_yes tentat_yes
is_analytic_no insight_yes
is_analytic_no insight_yes achieve_yes
is_analytic_no insight_yes affiliation_yes
is_analytic_no insight_yes cause_yes
is_analytic_no insight_yes certain_yes
is_analytic_no insight_yes differ_yes
is_analytic_no insight_yes discrep_yes
is_analytic_no insight_yes netspeak_yes
is_analytic_no insight_yes see_yes
is_analytic_no insight_yes tentat_yes
is_analytic_no is_authentic_no
is_analytic_no is_authentic_no achieve_yes
is_analytic_no is_authentic_no affiliation_yes
is_analytic_no is_authentic_no cause_yes
is_analytic_no is_authentic_no certain_yes
is_analytic_no is_authentic_no differ_yes
is_analytic_no is_authentic_no discrep_yes
is_analytic_no is_authentic_no hear_yes
is_analytic_no is_authentic_no insight_yes
is_analytic_no is_authentic_no is_tone_no
is_analytic_no is_authentic_no is_tone_yes
is_analytic_no is_authentic_no netspeak_yes
is_analytic_no is_authentic_no posemo_yes
is_analytic_no is_authentic_no power_yes
is_analytic_no is_authentic_no see_yes
is_analytic_no is_authentic_no tentat_yes
is_analytic_no is_authentic_yes
is_analytic_no is_authentic_yes affiliation_yes
is_analytic_no is_authentic_yes cause_yes
is_analytic_no is_authentic_yes certain_yes
is_analytic_no is_authentic_yes differ_yes
is_analytic_no is_authentic_yes discrep_yes
is_analytic_no is_authentic_yes hear_yes
is_analytic_no is_authentic_yes insight_yes
is_analytic_no is_authentic_yes is_tone_no
is_analytic_no is_authentic_yes is_tone_yes
is_analytic_no is_authentic_yes netspeak_yes
is_analytic_no is_authentic_yes posemo_yes
is_analytic_no is_authentic_yes power_yes
is_analytic_no is_authentic_yes see_yes
is_analytic_no is_authentic_yes tentat_yes
is_analytic_no is_clout_no
is_analytic_no is_clout_no cause_yes
is_analytic_no is_clout_no certain_yes
is_analytic_no is_clout_no differ_yes
is_analytic_no is_clout_no discrep_yes
is_analytic_no is_clout_no insight_yes
is_analytic_no is_clout_no is_authentic_no
is_analytic_no is_clout_no is_authentic_yes
is_analytic_no is_clout_no is_tone_no
is_analytic_no is_clout_no is_tone_yes
is_analytic_no is_clout_no netspeak_yes
is_analytic_no is_clout_no posemo_yes
is_analytic_no is_clout_no tentat_yes
is_analytic_no is_clout_yes
is_analytic_no is_clout_yes affiliation_yes
is_analytic_no is_clout_yes cause_yes
is_analytic_no is_clout_yes certain_yes
is_analytic_no is_clout_yes differ_yes
is_analytic_no is_clout_yes discrep_yes
is_analytic_no is_clout_yes feel_yes
is_analytic_no is_clout_yes hear_yes
is_analytic_no is_clout_yes insight_yes
is_analytic_no is_clout_yes is_authentic_no
is_analytic_no is_clout_yes is_authentic_yes
is_analytic_no is_clout_yes is_tone_no
is_analytic_no is_clout_yes is_tone_yes
is_analytic_no is_clout_yes netspeak_yes
is_analytic_no is_clout_yes posemo_yes
is_analytic_no is_clout_yes see_yes
is_analytic_no is_clout_yes tentat_yes
is_analytic_no is_tone_no
is_analytic_no is_tone_no negemo_yes
is_analytic_no is_tone_no posemo_yes
is_analytic_no is_tone_yes
is_analytic_no is_tone_yes posemo_yes
is_analytic_no netspeak_yes
is_analytic_no netspeak_yes has_photo
is_analytic_no netspeak_yes low_wps
is_analytic_no netspeak_yes many_sixltr
is_analytic_no posemo_yes
is_analytic_no posemo_yes affiliation_yes
is_analytic_no posemo_yes cause_yes
is_analytic_no posemo_yes certain_yes
is_analytic_no posemo_yes differ_yes
is_analytic_no posemo_yes discrep_yes
is_analytic_no posemo_yes insight_yes
is_analytic_no posemo_yes negemo_yes
is_analytic_no posemo_yes netspeak_yes
is_analytic_no posemo_yes power_yes
is_analytic_no posemo_yes tentat_yes
is_analytic_no power_yes
is_analytic_no power_yes netspeak_yes
is_analytic_no see_yes
is_analytic_no tentat_yes
is_analytic_no tentat_yes differ_yes
is_analytic_yes
is_analytic_yes achieve_yes
is_analytic_yes achieve_yes netspeak_yes
is_analytic_yes achieve_yes power_yes
is_analytic_yes achieve_yes reward_yes
is_analytic_yes affiliation_yes
is_analytic_yes affiliation_yes achieve_yes
is_analytic_yes affiliation_yes netspeak_yes
is_analytic_yes affiliation_yes power_yes
is_analytic_yes affiliation_yes reward_yes
is_analytic_yes cause_yes
is_analytic_yes cause_yes achieve_yes
is_analytic_yes cause_yes affiliation_yes
is_analytic_yes cause_yes certain_yes
is_analytic_yes cause_yes differ_yes
is_analytic_yes cause_yes discrep_yes
is_analytic_yes cause_yes hear_yes
is_analytic_yes cause_yes netspeak_yes
is_analytic_yes cause_yes power_yes
is_analytic_yes cause_yes reward_yes
is_analytic_yes cause_yes see_yes
is_analytic_yes cause_yes tentat_yes
is_analytic_yes certain_yes
is_analytic_yes certain_yes achieve_yes
is_analytic_yes certain_yes netspeak_yes
is_analytic_yes certain_yes power_yes
is_analytic_yes certain_yes reward_yes
is_analytic_yes certain_yes see_yes
is_analytic_yes differ_yes
is_analytic_yes differ_yes affiliation_yes
is_analytic_yes discrep_yes
is_analytic_yes discrep_yes certain_yes
is_analytic_yes discrep_yes feel_yes
is_analytic_yes discrep_yes netspeak_yes
is_analytic_yes discrep_yes reward_yes
is_analytic_yes discrep_yes tentat_yes
is_analytic_yes feel_yes
is_analytic_yes feel_yes affiliation_yes
is_analytic_yes feel_yes power_yes
is_analytic_yes hear_yes
is_analytic_yes hear_yes affiliation_yes
is_analytic_yes hear_yes netspeak_yes
is_analytic_yes hear_yes power_yes
is_analytic_yes insight_yes
is_analytic_yes insight_yes affiliation_yes
is_analytic_yes insight_yes cause_yes
is_analytic_yes insight_yes discrep_yes
is_analytic_yes insight_yes netspeak_yes
is_analytic_yes insight_yes power_yes
is_analytic_yes insight_yes see_yes
is_analytic_yes insight_yes tentat_yes
is_analytic_yes is_authentic_no
is_analytic_yes is_authentic_no achieve_yes
is_analytic_yes is_authentic_no affiliation_yes
is_analytic_yes is_authentic_no cause_yes
is_analytic_yes is_authentic_no certain_yes
is_analytic_yes is_authentic_no differ_yes
is_analytic_yes is_authentic_no discrep_yes
is_analytic_yes is_authentic_no feel_yes
is_analytic_yes is_authentic_no hear_yes
is_analytic_yes is_authentic_no insight_yes
is_analytic_yes is_authentic_no is_tone_no
is_analytic_yes is_authentic_no is_tone_yes
is_analytic_yes is_authentic_no netspeak_yes
is_analytic_yes is_authentic_no posemo_yes
is_analytic_yes is_authentic_no power_yes
is_analytic_yes is_authentic_no reward_yes
is_analytic_yes is_authentic_no risk_yes
is_analytic_yes is_authentic_no see_yes
is_analytic_yes is_authentic_no tentat_yes
is_analytic_yes is_authentic_yes
is_analytic_yes is_authentic_yes achieve_yes
is_analytic_yes is_authentic_yes affiliation_yes
is_analytic_yes is_authentic_yes cause_yes
is_analytic_yes is_authentic_yes certain_yes
is_analytic_yes is_authentic_yes differ_yes
is_analytic_yes is_authentic_yes discrep_yes
is_analytic_yes is_authentic_yes feel_yes
is_analytic_yes is_authentic_yes hear_yes
is_analytic_yes is_authentic_yes insight_yes
is_analytic_yes is_authentic_yes is_tone_no
is_analytic_yes is_authentic_yes is_tone_yes
is_analytic_yes is_authentic_yes many_sixltr
is_analytic_yes is_authentic_yes netspeak_yes
is_analytic_yes is_authentic_yes posemo_yes
is_analytic_yes is_authentic_yes power_yes
is_analytic_yes is_authentic_yes reward_yes
is_analytic_yes is_authentic_yes risk_yes
is_analytic_yes is_authentic_yes see_yes
is_analytic_yes is_authentic_yes tentat_yes
is_analytic_yes is_clout_no
is_analytic_yes is_clout_no cause_yes
is_analytic_yes is_clout_no differ_yes
is_analytic_yes is_clout_no insight_yes
is_analytic_yes is_clout_no is_authentic_no
is_analytic_yes is_clout_no is_authentic_yes
is_analytic_yes is_clout_no is_tone_no
is_analytic_yes is_clout_no netspeak_yes
is_analytic_yes is_clout_no posemo_yes
is_analytic_yes is_clout_yes
is_analytic_yes is_clout_yes affiliation_yes
is_analytic_yes is_clout_yes cause_yes
is_analytic_yes is_clout_yes certain_yes
is_analytic_yes is_clout_yes discrep_yes
is_analytic_yes is_clout_yes hear_yes
is_analytic_yes is_clout_yes insight_yes
is_analytic_yes is_clout_yes is_authentic_no
is_analytic_yes is_clout_yes is_authentic_yes
is_analytic_yes is_clout_yes is_tone_no
is_analytic_yes is_clout_yes is_tone_yes
is_analytic_yes is_clout_yes posemo_yes
is_analytic_yes is_clout_yes see_yes
is_analytic_yes is_tone_no
is_analytic_yes is_tone_no negemo_yes
is_analytic_yes is_tone_no posemo_yes
is_analytic_yes is_tone_yes
is_analytic_yes is_tone_yes posemo_yes
is_analytic_yes many_sixltr
is_analytic_yes many_sixltr has_hashtag
is_analytic_yes netspeak_yes
is_analytic_yes netspeak_yes assent_yes
is_analytic_yes netspeak_yes few_sixltr
is_analytic_yes netspeak_yes has_exclam
is_analytic_yes netspeak_yes has_hashtag
is_analytic_yes netspeak_yes has_photo
is_analytic_yes netspeak_yes has_url
is_analytic_yes netspeak_yes high_wps
is_analytic_yes netspeak_yes low_wps
is_analytic_yes netspeak_yes many_sixltr
is_analytic_yes posemo_yes
is_analytic_yes posemo_yes achieve_yes
is_analytic_yes posemo_yes affiliation_yes
is_analytic_yes posemo_yes cause_yes
is_analytic_yes posemo_yes certain_yes
is_analytic_yes posemo_yes differ_yes
is_analytic_yes posemo_yes discrep_yes
is_analytic_yes posemo_yes hear_yes
is_analytic_yes posemo_yes insight_yes
is_analytic_yes posemo_yes negemo_yes
is_analytic_yes posemo_yes netspeak_yes
is_analytic_yes posemo_yes power_yes
is_analytic_yes posemo_yes reward_yes
is_analytic_yes posemo_yes see_yes
is_analytic_yes posemo_yes tentat_yes
is_analytic_yes power_yes
is_analytic_yes power_yes netspeak_yes
is_analytic_yes power_yes reward_yes
is_analytic_yes reward_yes
is_analytic_yes reward_yes netspeak_yes
is_analytic_yes risk_yes
is_analytic_yes risk_yes netspeak_yes
is_analytic_yes see_yes
is_analytic_yes see_yes achieve_yes
is_analytic_yes see_yes affiliation_yes
is_analytic_yes see_yes hear_yes
is_analytic_yes see_yes netspeak_yes
is_analytic_yes see_yes power_yes
is_analytic_yes tentat_yes
is_analytic_yes tentat_yes achieve_yes
is_analytic_yes tentat_yes affiliation_yes
is_analytic_yes tentat_yes netspeak_yes
is_analytic_yes tentat_yes power_yes
is_analytic_yes tentat_yes see_yes
is_authentic_no
is_authentic_no achieve_yes
is_authentic_no achieve_yes netspeak_yes
is_authentic_no achieve_yes power_yes
is_authentic_no achieve_yes reward_yes
is_authentic_no affiliation_yes
is_authentic_no affiliation_yes achieve_yes
is_authentic_no affiliation_yes many_sixltr
is_authentic_no affiliation_yes netspeak_yes
is_authentic_no affiliation_yes power_yes
is_authentic_no affiliation_yes reward_yes
is_authentic_no cause_yes
is_authentic_no cause_yes achieve_yes
is_authentic_no cause_yes affiliation_yes
is_authentic_no cause_yes certain_yes
is_authentic_no cause_yes differ_yes
is_authentic_no cause_yes discrep_yes
is_authentic_no cause_yes feel_yes
is_authentic_no cause_yes hear_yes
is_authentic_no cause_yes many_sixltr
is_authentic_no cause_yes netspeak_yes
is_authentic_no cause_yes power_yes
is_authentic_no cause_yes reward_yes
is_authentic_no cause_yes risk_yes
is_authentic_no cause_yes see_yes
is_authentic_no cause_yes tentat_yes
is_authentic_no certain_yes
is_authentic_no certain_yes achieve_yes
is_authentic_no certain_yes affiliation_yes
is_authentic_no certain_yes differ_yes
is_authentic_no certain_yes feel_yes
is_authentic_no certain_yes netspeak_yes
is_authentic_no certain_yes power_yes
is_authentic_no certain_yes see_yes
is_authentic_no differ_yes
is_authentic_no differ_yes affiliation_yes
is_authentic_no differ_yes netspeak_yes
is_authentic_no differ_yes power_yes
is_authentic_no discrep_yes
is_authentic_no discrep_yes achieve_yes
is_authentic_no discrep_yes affiliation_yes
is_authentic_no discrep_yes certain_yes
is_authentic_no discrep_yes differ_yes
is_authentic_no discrep_yes hear_yes
is_authentic_no discrep_yes netspeak_yes
is_authentic_no discrep_yes power_yes
is_authentic_no discrep_yes see_yes
is_authentic_no discrep_yes tentat_yes
is_authentic_no feel_yes
is_authentic_no feel_yes affiliation_yes
is_authentic_no feel_yes netspeak_yes
is_authentic_no hear_yes
is_authentic_no hear_yes achieve_yes
is_authentic_no hear_yes affiliation_yes
is_authentic_no hear_yes feel_yes
is_authentic_no hear_yes netspeak_yes
is_authentic_no hear_yes power_yes
is_authentic_no insight_yes
is_authentic_no insight_yes affiliation_yes
is_authentic_no insight_yes cause_yes
is_authentic_no insight_yes certain_yes
is_authentic_no insight_yes discrep_yes
is_authentic_no insight_yes netspeak_yes
is_authentic_no insight_yes see_yes
is_authentic_no insight_yes tentat_yes
is_authentic_no is_tone_no
is_authentic_no is_tone_no negemo_yes
is_authentic_no is_tone_no posemo_yes
is_authentic_no is_tone_yes
is_authentic_no is_tone_yes posemo_yes
is_authentic_no many_sixltr
is_authentic_no many_sixltr has_hashtag
is_authentic_no many_sixltr low_wps
is_authentic_no netspeak_yes
is_authentic_no netspeak_yes assent_yes
is_authentic_no netspeak_yes few_sixltr
is_authentic_no netspeak_yes has_exclam
is_authentic_no netspeak_yes has_hashtag
is_authentic_no netspeak_yes has_photo
is_authentic_no netspeak_yes has_url
is_authentic_no netspeak_yes high_wps
is_authentic_no netspeak_yes low_wps
is_authentic_no netspeak_yes many_sixltr
is_authentic_no posemo_yes
is_authentic_no posemo_yes achieve_yes
is_authentic_no posemo_yes affiliation_yes
is_authentic_no posemo_yes cause_yes
is_authentic_no posemo_yes certain_yes
is_authentic_no posemo_yes differ_yes
is_authentic_no posemo_yes discrep_yes
is_authentic_no posemo_yes hear_yes
is_authentic_no posemo_yes insight_yes
is_authentic_no posemo_yes negemo_yes
is_authentic_no posemo_yes netspeak_yes
is_authentic_no posemo_yes power_yes
is_authentic_no posemo_yes reward_yes
is_authentic_no posemo_yes see_yes
is_authentic_no posemo_yes tentat_yes
is_authentic_no power_yes
is_authentic_no power_yes many_sixltr
is_authentic_no power_yes netspeak_yes
is_authentic_no power_yes reward_yes
is_authentic_no reward_yes
is_authentic_no reward_yes netspeak_yes
is_authentic_no risk_yes
is_authentic_no risk_yes netspeak_yes
is_authentic_no see_yes
is_authentic_no see_yes achieve_yes
is_authentic_no see_yes affiliation_yes
is_authentic_no see_yes feel_yes
is_authentic_no see_yes hear_yes
is_authentic_no see_yes netspeak_yes
is_authentic_no see_yes power_yes
is_authentic_no tentat_yes
is_authentic_no tentat_yes achieve_yes
is_authentic_no tentat_yes affiliation_yes
is_authentic_no tentat_yes certain_yes
is_authentic_no tentat_yes differ_yes
is_authentic_no tentat_yes hear_yes
is_authentic_no tentat_yes netspeak_yes
is_authentic_no tentat_yes power_yes
is_authentic_no tentat_yes see_yes
is_authentic_yes
is_authentic_yes achieve_yes
is_authentic_yes achieve_yes netspeak_yes
is_authentic_yes achieve_yes power_yes
is_authentic_yes affiliation_yes
is_authentic_yes affiliation_yes achieve_yes
is_authentic_yes affiliation_yes has_hashtag
is_authentic_yes affiliation_yes high_wps
is_authentic_yes affiliation_yes many_sixltr
is_authentic_yes affiliation_yes netspeak_yes
is_authentic_yes affiliation_yes power_yes
is_authentic_yes affiliation_yes reward_yes
is_authentic_yes affiliation_yes risk_yes
is_authentic_yes cause_yes
is_authentic_yes cause_yes achieve_yes
is_authentic_yes cause_yes affiliation_yes
is_authentic_yes cause_yes certain_yes
is_authentic_yes cause_yes differ_yes
is_authentic_yes cause_yes discrep_yes
is_authentic_yes cause_yes feel_yes
is_authentic_yes cause_yes hear_yes
is_authentic_yes cause_yes netspeak_yes
is_authentic_yes cause_yes power_yes
is_authentic_yes cause_yes see_yes
is_authentic_yes cause_yes tentat_yes
is_authentic_yes certain_yes
is_authentic_yes certain_yes affiliation_yes
is_authentic_yes certain_yes differ_yes
is_authentic_yes certain_yes hear_yes
is_authentic_yes certain_yes netspeak_yes
is_authentic_yes certain_yes power_yes
is_authentic_yes certain_yes see_yes
is_authentic_yes differ_yes
is_authentic_yes differ_yes achieve_yes
is_authentic_yes differ_yes affiliation_yes
is_authentic_yes differ_yes feel_yes
is_authentic_yes differ_yes few_sixltr
is_authentic_yes differ_yes hear_yes
is_authentic_yes differ_yes netspeak_yes
is_authentic_yes differ_yes power_yes
is_authentic_yes differ_yes see_yes
is_authentic_yes discrep_yes
is_authentic_yes discrep_yes affiliation_yes
is_authentic_yes discrep_yes certain_yes
is_authentic_yes discrep_yes differ_yes
is_authentic_yes discrep_yes see_yes
is_authentic_yes discrep_yes tentat_yes
is_authentic_yes feel_yes
is_authentic_yes feel_yes affiliation_yes
is_authentic_yes feel_yes netspeak_yes
is_authentic_yes hear_yes
is_authentic_yes hear_yes achieve_yes
is_authentic_yes hear_yes affiliation_yes
is_authentic_yes hear_yes netspeak_yes
is_authentic_yes hear_yes power_yes
is_authentic_yes insight_yes
is_authentic_yes insight_yes achieve_yes
is_authentic_yes insight_yes affiliation_yes
is_authentic_yes insight_yes cause_yes
is_authentic_yes insight_yes certain_yes
is_authentic_yes insight_yes differ_yes
is_authentic_yes insight_yes discrep_yes
is_authentic_yes insight_yes feel_yes
is_authentic_yes insight_yes hear_yes
is_authentic_yes insight_yes netspeak_yes
is_authentic_yes insight_yes power_yes
is_authentic_yes insight_yes reward_yes
is_authentic_yes insight_yes risk_yes
is_authentic_yes insight_yes see_yes
is_authentic_yes insight_yes tentat_yes
is_authentic_yes is_tone_no
is_authentic_yes is_tone_no negemo_yes
is_authentic_yes is_tone_no posemo_yes
is_authentic_yes is_tone_yes
is_authentic_yes is_tone_yes posemo_yes
is_authentic_yes many_sixltr
is_authentic_yes many_sixltr has_hashtag
is_authentic_yes netspeak_yes
is_authentic_yes netspeak_yes assent_yes
is_authentic_yes netspeak_yes few_sixltr
is_authentic_yes netspeak_yes has_exclam
is_authentic_yes netspeak_yes has_hashtag
is_authentic_yes netspeak_yes has_photo
is_authentic_yes netspeak_yes has_qmark
is_authentic_yes netspeak_yes has_url
is_authentic_yes netspeak_yes high_wps
is_authentic_yes netspeak_yes low_wps
is_authentic_yes netspeak_yes many_sixltr
is_authentic_yes posemo_yes
is_authentic_yes posemo_yes achieve_yes
is_authentic_yes posemo_yes affiliation_yes
is_authentic_yes posemo_yes cause_yes
is_authentic_yes posemo_yes certain_yes
is_authentic_yes posemo_yes differ_yes
is_authentic_yes posemo_yes discrep_yes
is_authentic_yes posemo_yes hear_yes
is_authentic_yes posemo_yes insight_yes
is_authentic_yes posemo_yes negemo_yes
is_authentic_yes posemo_yes netspeak_yes
is_authentic_yes posemo_yes power_yes
is_authentic_yes posemo_yes see_yes
is_authentic_yes posemo_yes tentat_yes
is_authentic_yes power_yes
is_authentic_yes power_yes many_sixltr
is_authentic_yes power_yes netspeak_yes
is_authentic_yes power_yes reward_yes
is_authentic_yes reward_yes
is_authentic_yes reward_yes netspeak_yes
is_authentic_yes risk_yes
is_authentic_yes risk_yes netspeak_yes
is_authentic_yes see_yes
is_authentic_yes see_yes achieve_yes
is_authentic_yes see_yes affiliation_yes
is_authentic_yes see_yes hear_yes
is_authentic_yes see_yes netspeak_yes
is_authentic_yes see_yes power_yes
is_authentic_yes see_yes reward_yes
is_authentic_yes tentat_yes
is_authentic_yes tentat_yes achieve_yes
is_authentic_yes tentat_yes affiliation_yes
is_authentic_yes tentat_yes certain_yes
is_authentic_yes tentat_yes differ_yes
is_authentic_yes tentat_yes netspeak_yes
is_authentic_yes tentat_yes power_yes
is_authentic_yes tentat_yes see_yes
is_clout_no
is_clout_no achieve_yes
is_clout_no achieve_yes netspeak_yes
is_clout_no cause_yes
is_clout_no cause_yes differ_yes
is_clout_no cause_yes discrep_yes
is_clout_no certain_yes
is_clout_no certain_yes differ_yes
is_clout_no differ_yes
is_clout_no differ_yes achieve_yes
is_clout_no differ_yes netspeak_yes
is_clout_no differ_yes power_yes
is_clout_no differ_yes see_yes
is_clout_no discrep_yes
is_clout_no discrep_yes certain_yes
is_clout_no discrep_yes tentat_yes
is_clout_no insight_yes
is_clout_no insight_yes cause_yes
is_clout_no insight_yes differ_yes
is_clout_no insight_yes discrep_yes
is_clout_no is_authentic_no
is_clout_no is_authentic_no cause_yes
is_clout_no is_authentic_no differ_yes
is_clout_no is_authentic_no discrep_yes
is_clout_no is_authentic_no is_tone_no
is_clout_no is_authentic_no is_tone_yes
is_clout_no is_authentic_no netspeak_yes
is_clout_no is_authentic_no posemo_yes
is_clout_no is_authentic_no power_yes
is_clout_no is_authentic_yes
is_clout_no is_authentic_yes cause_yes
is_clout_no is_authentic_yes certain_yes
is_clout_no is_authentic_yes differ_yes
is_clout_no is_authentic_yes discrep_yes
is_clout_no is_authentic_yes insight_yes
is_clout_no is_authentic_yes is_tone_no
is_clout_no is_authentic_yes is_tone_yes
is_clout_no is_authentic_yes netspeak_yes
is_clout_no is_authentic_yes posemo_yes
is_clout_no is_authentic_yes power_yes
is_clout_no is_authentic_yes tentat_yes
is_clout_no is_tone_no
is_clout_no is_tone_no negemo_yes
is_clout_no is_tone_no posemo_yes
is_clout_no is_tone_yes
is_clout_no is_tone_yes posemo_yes
is_clout_no netspeak_yes
is_clout_no netspeak_yes few_sixltr
is_clout_no netspeak_yes has_video
is_clout_no netspeak_yes many_sixltr
is_clout_no posemo_yes
is_clout_no posemo_yes cause_yes
is_clout_no posemo_yes differ_yes
is_clout_no posemo_yes discrep_yes
is_clout_no posemo_yes insight_yes
is_clout_no posemo_yes negemo_yes
is_clout_no posemo_yes netspeak_yes
is_clout_no tentat_yes
is_clout_no tentat_yes differ_yes
is_clout_yes
is_clout_yes achieve_yes
is_clout_yes affiliation_yes
is_clout_yes affiliation_yes achieve_yes
is_clout_yes affiliation_yes netspeak_yes
is_clout_yes affiliation_yes power_yes
is_clout_yes affiliation_yes reward_yes
is_clout_yes affiliation_yes risk_yes
is_clout_yes cause_yes
is_clout_yes cause_yes affiliation_yes
is_clout_yes cause_yes certain_yes
is_clout_yes cause_yes differ_yes
is_clout_yes cause_yes discrep_yes
is_clout_yes cause_yes hear_yes
is_clout_yes cause_yes see_yes
is_clout_yes cause_yes tentat_yes
is_clout_yes certain_yes
is_clout_yes certain_yes affiliation_yes
is_clout_yes certain_yes hear_yes
is_clout_yes certain_yes see_yes
is_clout_yes differ_yes
is_clout_yes differ_yes affiliation_yes
is_clout_yes discrep_yes
is_clout_yes discrep_yes affiliation_yes
is_clout_yes discrep_yes certain_yes
is_clout_yes discrep_yes differ_yes
is_clout_yes discrep_yes see_yes
is_clout_yes discrep_yes tentat_yes
is_clout_yes feel_yes
is_clout_yes feel_yes affiliation_yes
is_clout_yes hear_yes
is_clout_yes hear_yes affiliation_yes
is_clout_yes insight_yes
is_clout_yes insight_yes affiliation_yes
is_clout_yes insight_yes cause_yes
is_clout_yes insight_yes certain_yes
is_clout_yes insight_yes discrep_yes
is_clout_yes insight_yes hear_yes
is_clout_yes insight_yes netspeak_yes
is_clout_yes insight_yes power_yes
is_clout_yes insight_yes see_yes
is_clout_yes insight_yes tentat_yes
is_clout_yes is_authentic_no
is_clout_yes is_authentic_no achieve_yes
is_clout_yes is_authentic_no affiliation_yes
is_clout_yes is_authentic_no cause_yes
is_clout_yes is_authentic_no certain_yes
is_clout_yes is_authentic_no discrep_yes
is_clout_yes is_authentic_no feel_yes
is_clout_yes is_authentic_no hear_yes
is_clout_yes is_authentic_no insight_yes
is_clout_yes is_authentic_no is_tone_no
is_clout_yes is_authentic_no is_tone_yes
is_clout_yes is_authentic_no netspeak_yes
is_clout_yes is_authentic_no posemo_yes
is_clout_yes is_authentic_no power_yes
is_clout_yes is_authentic_no see_yes
is_clout_yes is_authentic_no tentat_yes
is_clout_yes is_authentic_yes
is_clout_yes is_authentic_yes affiliation_yes
is_clout_yes is_authentic_yes cause_yes
is_clout_yes is_authentic_yes certain_yes
is_clout_yes is_authentic_yes differ_yes
is_clout_yes is_authentic_yes discrep_yes
is_clout_yes is_authentic_yes feel_yes
is_clout_yes is_authentic_yes hear_yes
