Source (A)	Source (B)	Source (C)	Analytic	Clout	Authentic	Tone	WPS	Sixltr	posemo	negemo	anx	anger	sad	insight	cause	discrep	tentat	certain	differ	see	hear	feel	affiliation	achieve	power	reward	risk	swear	netspeak	assent	nonflu	filler	QMark	Exclam
The landing site for @Philae2014 was 50% unsuitable. The comet is also so dark you can't see it #tricky #sydsciencefest	LER	has_no_media	24.86	50.00	15.86	1.00	10.00	20.00	0.00	5.00	0.00	5.00	0.00	5.00	0.00	0.00	0.00	0.00	5.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
But that risk comes not from the drinking per se  but doing stupid things  #sydsciencefest #kindathinky	LER	has_no_media	37.39	1.00	74.76	1.00	16.00	18.75	0.00	12.50	6.25	6.25	0.00	0.00	0.00	0.00	0.00	0.00	18.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AW: Kids become desensitised. So you have the option to get more angry  which is irrational #sydsciencefest	LER	has_no_media	26.21	96.11	1.00	1.00	8.50	17.65	0.00	11.76	5.88	5.88	0.00	5.88	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	5.88	5.88	0.00	0.00	0.00	0.00
DK: Have you ever tried to guess an absolute weight?  You just can't really.  We are better at relative guesses #ssf15	LER	has_no_media	28.22	92.33	68.01	95.81	7.00	14.29	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.52	9.52	9.52	0.00	0.00	4.76	4.76	9.52	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00
This weekend we have heaps of events including a science debate  some universe chat and blowing things up! #sydsciencefest	LER	has_no_media	86.18	98.19	19.27	25.77	9.50	31.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	10.53	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26
SW: You know how you go through your phone photos and there are heaps of your face by accident? That's all we had during that trip #ssf15	LER	has_no_media	11.88	99.00	15.12	25.77	13.50	7.41	0.00	0.00	0.00	0.00	0.00	3.70	3.70	0.00	0.00	3.70	0.00	3.70	3.70	0.00	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	0.00
And we are getting started for a full house at the @SydOperaHouse for @swfoto and @natgeo #sswf15	LER	has_no_media	97.02	88.03	28.81	25.77	17.00	17.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Dr Silburn has finished up at the @maasmuseum tonight! #ssf15	LER	has_no_media	99.00	50.00	93.30	25.77	5.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00
Holmes has finished his talk now.  Moving onto questions and MAKING A COMET #sydsciencefest	LER	has_no_media	67.14	92.33	52.86	25.77	7.00	21.43	0.00	0.00	0.00	0.00	0.00	7.14	7.14	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
How quickly does your city turn to shit if there's a garbage strike? #sydsciencefest #kindathinky	LER	has_no_media	17.96	50.00	43.37	1.00	7.50	26.67	0.00	6.67	0.00	6.67	0.00	0.00	6.67	6.67	6.67	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	6.67	0.00
Amazing to hear her speak  now has a PhD in mechanical engineering and is just so obviously enthusiastic #ssf15	LER	has_no_media	33.88	94.27	1.00	99.00	19.00	26.32	10.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	10.53	0.00	0.00	0.00	5.26	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
We will try to make a black frozen ball of evaporating gas now  which is pretty close to a comet #sydsciencefest	LER	has_no_media	92.84	82.96	2.82	95.81	21.00	9.52	4.76	0.00	0.00	0.00	0.00	0.00	4.76	0.00	9.52	0.00	0.00	4.76	0.00	4.76	4.76	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
The talk hasn't ~officially~ started yet  but @DoctorKarl has just decided to start chatting about Turing anyway http://t.co/pWcymUwRc6	LER	has_photo	43.68	32.48	85.21	25.77	22.00	27.27	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	4.55	0.00	9.09	0.00	0.00	0.00	4.55	0.00	0.00	4.55	0.00	0.00
SW: I was told you would never get a photo of a cat during the day. Well  cats do whatever you don't want them to do. So I got one. #ssf15	LER	has_no_media	14.22	74.07	2.96	83.22	7.75	3.23	3.23	0.00	0.00	0.00	0.00	0.00	0.00	6.45	0.00	3.23	0.00	3.23	0.00	0.00	0.00	0.00	0.00	6.45	0.00	0.00	0.00	0.00	3.23	0.00	0.00	0.00
"SW: ""Ive been on the road since May. India to South Africa to India to Sri Lanka to here"" #ssf15"	LER	has_no_media	98.46	30.86	74.76	25.77	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MP: The evolution of scientific ideas coupled with seeing how the cost of any kind of travel eventually drops supports space travel #ssf15	LER	has_no_media	98.22	50.00	61.34	94.75	22.00	27.27	4.55	0.00	0.00	0.00	0.00	4.55	4.55	0.00	9.09	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Low protein  high carb diet is what seems to work #sydsciencefest #kindathinky	LER	has_no_media	80.75	50.00	74.76	1.00	12.00	25.00	0.00	8.33	0.00	0.00	8.33	8.33	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	8.33	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
.@rodl &amp; @willozap: Yeah  but can we be fat and live longer? SB: Well  yeah  if you want to do it properly #sydsciencefest #kindathinky	LER	has_no_media	11.24	79.76	1.00	92.40	12.00	16.67	4.17	0.00	0.00	0.00	0.00	0.00	0.00	8.33	4.17	0.00	8.33	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	8.33	4.17	0.00	4.17	0.00
"KN going for the big motivations; ""I like asking what I can do to make things better and make an impact"" #sydsciencefest"	LER	has_no_media	68.79	32.48	61.34	99.00	22.00	9.09	9.09	0.00	0.00	0.00	0.00	4.55	13.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	4.55	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Moving on from excess life  to excess waste!  #fancy #sydsciencefest #kindathinky	LER	has_no_media	99.00	50.00	31.94	25.77	5.50	18.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09
And now it is question time.  Tweet #askdrkarl if you have any! #sydsciencefest	LER	has_no_media	1.00	98.93	63.54	25.77	4.33	23.08	0.00	0.00	0.00	0.00	0.00	7.69	0.00	7.69	23.08	0.00	7.69	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69
Part 1: The dress is blue.  Just check the pixels. Part 2: Senses are good at relative measurements but bad at absolute ones. #ssf15	LER	has_no_media	92.84	33.83	48.89	25.77	6.00	12.50	4.17	4.17	0.00	0.00	0.00	4.17	0.00	0.00	0.00	4.17	4.17	4.17	0.00	0.00	0.00	0.00	0.00	4.17	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
I brought 33 bags with me on the trip to photograph the snow leopard   For those wondering it looked like maybe 15 airport trolleys #ssf15	LER	has_no_media	97.89	21.18	69.14	25.77	25.00	24.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	8.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SW: I love visiting S.Africa  its so beautiful and easy to work with. You're guaranteed to find the Big 5 #ssf15	LER	has_no_media	68.79	91.35	31.94	99.00	11.00	13.64	13.64	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	4.55	0.00	4.55	0.00	0.00	4.55	4.55	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AW going through some parenting myths tonight. Myth 1 is that punishment changes bad behaviour #sydsciencefest	LER	has_no_media	84.57	73.40	74.76	1.00	8.00	43.75	0.00	12.50	0.00	6.25	0.00	0.00	6.25	0.00	6.25	0.00	0.00	0.00	0.00	0.00	6.25	0.00	6.25	0.00	6.25	0.00	6.25	6.25	0.00	0.00	0.00	0.00
DK: Can we predict when you are going to make a decision? #ssf15 #askdrkarl	LER	has_no_media	28.22	99.00	52.86	25.77	7.00	21.43	0.00	0.00	0.00	0.00	0.00	7.14	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00
SW: My first photo was of a half a field mice. But a year later  we got some of cougars #ssf15	LER	has_no_media	96.41	50.00	68.01	25.77	10.50	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	4.76	4.76	0.00	0.00	4.76	4.76	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SW: Back then it was almost impossible to see a snow leopard. We saw one on the first day. Then the second.   Then never again for 6 months	LER	has_no_media	57.49	63.97	96.82	25.77	7.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.57	3.57	3.57	0.00	7.14	0.00	0.00	3.57	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AW: Best option is adding in +ve reinforcement  or else kids just won't know what you want when you yell at them #sydsciencefest	LER	has_no_media	9.17	90.38	54.89	25.77	23.00	8.70	4.35	4.35	0.00	4.35	0.00	4.35	0.00	4.35	8.70	0.00	8.70	0.00	4.35	0.00	0.00	4.35	4.35	8.70	0.00	0.00	4.35	4.35	0.00	0.00	0.00	0.00
SB up first chatting about how she can make us live forever  more or less. #sydsciencefest #kindathinky	LER	has_no_media	26.21	96.11	28.81	25.77	8.50	23.53	0.00	0.00	0.00	0.00	0.00	0.00	11.76	0.00	5.88	5.88	5.88	0.00	0.00	0.00	11.76	5.88	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Permissive: uncomfortable with rules and being an authority figure  Disciplinary: Rules all the way Authoritative: Rules but understanding	LER	has_no_media	92.84	28.91	58.07	1.00	18.00	33.33	0.00	5.56	5.56	0.00	0.00	11.11	0.00	0.00	0.00	5.56	5.56	0.00	0.00	0.00	0.00	11.11	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
DK: It rests with the teachers.  To get into science  you do need to get through the difficult stuff  but it doesn't have to be boring	LER	has_no_media	82.00	50.00	1.00	1.00	13.00	15.38	0.00	7.69	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	3.85	0.00	0.00	0.00	0.00	0.00	3.85	7.69	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"One of his mates told him the next day ""oh don't worry  that was just a black jaguar"".   ""And that's how Big Cats chose me..."" #ssf15"	LER	has_no_media	9.98	77.92	1.40	1.00	8.67	0.00	0.00	3.85	3.85	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00	3.85	0.00	0.00	3.85	0.00	3.85	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00
Part 3: Colour constancy.  This is an evolutionary trait so that we can tell what things look like in both the light and dark #ssf15	LER	has_no_media	40.12	88.48	1.59	25.77	12.50	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
.@swfoto is starting off his talk with some incredible footage of BIG CATS. They really are just quite big. #ssf15	LER	has_no_media	65.29	84.14	43.37	25.77	6.67	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SW: After 15 months  I finally got a shot of one in front of the Hollywood sign #ssf15	LER	has_no_media	99.00	28.91	98.01	25.77	18.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KS: I try to teach students not to argue with someone who is so obviously science illiterate  because they bring the argument down #ssf15	LER	has_no_media	60.80	79.76	23.51	1.00	24.00	29.17	0.00	8.33	0.00	8.33	0.00	0.00	4.17	0.00	8.33	4.17	4.17	0.00	0.00	0.00	0.00	4.17	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Humans just tense the whole time (self awareness  fear  etc). So don't try this at home plz #ssf15	LER	has_no_media	45.11	71.09	23.51	1.00	9.00	5.56	0.00	11.11	11.11	0.00	0.00	5.56	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00
"Myth 3: ""Lots of praise spoils your kids"". Research has shown that praise can be the most effective form of reinforcement #sydsciencefest"	LER	has_no_media	79.25	98.80	1.00	99.00	11.00	18.18	9.09	0.00	0.00	0.00	0.00	4.55	4.55	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
One exception  DK says  is that sometimes it is possible to bring forth abilities we didn't know we had access to. #ssf15 #askdrkarl	LER	has_no_media	23.89	80.77	54.89	25.77	11.50	21.74	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	8.70	0.00	8.70	0.00	4.35	0.00	8.70	4.35	0.00	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
It's interesting how much clients can not actually conceptualize space #sydsciencefest #kindathinky	LER	has_no_media	1.00	1.00	74.76	99.00	12.00	50.00	8.33	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
DK: Time is real  and it exists by itself.  Our version of time is a construct #sydsciencefest	LER	has_no_media	58.07	72.17	28.81	25.77	8.50	17.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
He used a 'Camera Trap'. Then only used by scientists  it is a way to use laser trip beams to take photos of difficult to catch animals	LER	has_no_media	97.65	64.46	4.97	1.00	13.50	11.11	0.00	3.70	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	3.70	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Next Q  the arrow of time!  What's up with that? #askdrkarl #sydsciencefest	LER	has_no_media	98.02	50.00	74.76	25.77	4.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	8.33
There was a house in the news the other day that had a SIXTEEN CAR GARAGE #sydsciencefest #kindathinky	LER	has_no_media	92.84	28.91	58.07	25.77	18.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SW: I really wanted to get a photo of a mountain lion on front of the Hollywood sign. Just because. #ssf15	LER	has_no_media	99.00	17.04	13.15	25.77	7.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	4.76	4.76	0.00	0.00	4.76	4.76	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
We don't really want to leave the house anymore #sydsciencefest #kindathinky	LER	has_no_media	31.44	50.00	31.94	25.77	11.00	27.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	9.09	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
There are some things in life  that have no other purpose than to fill up holes #sydsciencefest #kindathinky	LER	has_no_media	60.80	4.80	98.01	25.77	18.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	5.56	0.00	11.11	0.00	0.00	0.00	0.00	5.56	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"Q: ""Why land the spacecraft on the comet if Philae is already there?"" WH: ""Why not? Otherwise it'll just drift away"" #sydsciencefest"	LER	has_no_media	20.93	3.48	96.40	25.77	7.33	18.18	0.00	0.00	0.00	0.00	0.00	0.00	9.09	4.55	4.55	0.00	13.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00
Finally  I moved onto the tiger. They are very endangered  hard to find and highly revered  #ssf15	LER	has_no_media	58.07	50.00	91.95	25.77	8.50	17.65	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SW: Even though these cats were tagged to study them in relation to wolf packs  I still had a lot of trouble photographing them #ssf15	LER	has_no_media	51.43	50.00	43.37	1.00	25.00	12.00	0.00	4.00	0.00	0.00	0.00	4.00	0.00	0.00	4.00	0.00	4.00	4.00	0.00	0.00	4.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AND Manly Library is hosting a talk about the big bang  the internet and then everything that happened in between http://t.co/cLXpFlrS2C	LER	has_no_media	88.07	88.48	6.70	25.77	25.00	28.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00
MP has a plan to get herself into space. This plan is basically...  Big Brother meets interplanetary travel! #ssf15	LER	has_no_media	76.19	94.27	19.27	25.77	4.75	21.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.53	10.53	5.26	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26
MP: One of the best things about space travel (now) is that you are all from Earth. You just have to work together. Eg. @ISS_Research #ssf15	LER	has_no_media	55.62	96.78	33.94	88.52	9.00	7.41	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	3.70	7.41	3.70	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SW: People use rhino horn for supposed medicinal value. It's made of keratin. You're better off chewing your nails #ssf15	LER	has_no_media	77.33	99.00	1.00	99.00	6.67	20.00	10.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
DC: We have thrown evolution on its head  by living longer  having babies later #sydsciencefest	LER	has_no_media	69.57	97.69	82.75	25.77	15.00	13.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SW: The protection of rhinos is the only one in India that has a shoot to kill policy #ssf15	LER	has_no_media	98.60	50.00	1.00	1.00	19.00	5.26	0.00	5.26	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Biggest problem for space travel is cost. So  the Big Brother Space Travel idea solves that with reality TV funding.  Seriously.  #ssf15	LER	has_no_media	79.25	67.52	96.40	1.00	5.50	27.27	0.00	9.09	0.00	0.00	0.00	9.09	4.55	4.55	0.00	0.00	0.00	0.00	0.00	0.00	4.55	4.55	9.09	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00
I believe this is the first image  in that crevice  looking into deep space @esa @Philae2014 #sydsciencefest http://t.co/BVWEzjhTfL	LER	has_photo	87.28	32.48	96.40	25.77	22.00	27.27	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
SW: The alarm call for a tiger is a spotted deer squeak. You hear that  there's a tiger nearby. #ssf15	LER	has_no_media	92.84	97.69	1.00	1.00	6.67	5.00	0.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
DK: The easiest way out is  you should consider getting into politics.  The only way you can have power in this  is to become a politician	LER	has_no_media	73.90	93.79	63.54	89.84	13.00	19.23	3.85	0.00	0.00	0.00	0.00	7.69	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.54	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SW: ecotourism  next gen education  working with local communities - all things that help stop this hunting #ssf15	LER	has_no_media	73.36	88.03	28.81	25.77	17.00	29.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	11.76	5.88	11.76	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AW: We haven't managed to evolve to fight off parasites. And you know who we need to help us? Chemists.  #sydsciencefest	LER	has_no_media	54.14	99.00	2.82	1.00	5.25	19.05	0.00	4.76	0.00	4.76	0.00	4.76	0.00	4.76	0.00	0.00	4.76	0.00	0.00	0.00	19.05	0.00	9.52	0.00	0.00	0.00	4.76	4.76	0.00	0.00	4.76	0.00
SW: I got a picture of a cougar. A bobcat. A deer. A raccoon. A guy walking his dog. Some hikers. But no mountain lion. #ssf15	LER	has_no_media	98.86	35.01	5.76	25.77	3.25	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	3.85	3.85	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
DK: Some people in Med got jealous  some people didn't care  but basically it's just a different field #askdrkarl #sydsciencefest	LER	has_no_media	37.39	15.86	43.37	25.77	20.00	25.00	5.00	5.00	0.00	5.00	0.00	0.00	0.00	0.00	10.00	0.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
The end of an amazing talk by @swfoto tonight. Wrapping up with some questions... #ssf15	LER	has_no_media	99.00	74.76	82.75	99.00	5.00	26.67	6.67	0.00	0.00	0.00	0.00	6.67	0.00	0.00	13.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
DC: But dont try walking around naked saying that a scientist said the Naked Ape idea is a myth #sydsciencefest	LER	has_no_media	77.33	50.00	43.37	25.77	20.00	15.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	5.00	0.00	5.00	0.00	10.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
DC: humans are not as naked as we think we are. Our bodies have the same coverage as apes  its just fair and thin #sydsciencefest	LER	has_no_media	13.41	97.69	20.24	91.14	12.50	8.00	4.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AW: Chemistry has also given us the best TV show ever made; Breaking Bad.  #faircall #sydsciencefest	LER	has_no_media	37.39	89.42	1.00	25.77	8.00	25.00	6.25	6.25	0.00	0.00	0.00	0.00	6.25	0.00	0.00	6.25	0.00	6.25	0.00	0.00	6.25	6.25	6.25	6.25	6.25	0.00	6.25	6.25	0.00	0.00	0.00	0.00
DK?  KK? We're going to go with DK...  DK is covering different topics in health and medicine tonight and starts with #thedress!!	LER	has_no_media	92.84	67.52	85.21	25.77	5.50	22.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	4.55	4.55	0.00	0.00	9.09	9.09
We're late to the party here  but how awesome is this tentacle-shaped prosthetic arm? https://t.co/qiwLovHuFb https://t.co/WAh6jYWK9G	LER	has_photo	51.43	78.82	6.70	99.00	12.50	20.00	8.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	8.00	4.00	0.00	0.00	4.00	0.00
Next Valentine's Day  buy your beloved a dozen red transistors! | via @discovermag https://t.co/6ftjoMVDyh	LER	has_no_media	97.02	99.00	66.34	98.87	8.50	29.41	5.88	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	5.88
How pretty is Pluto? NASA photographed a full Plutonian day just for us | via @ScienceAlert https://t.co/X0rfmZ1ZuR	LER	has_no_media	77.33	84.14	15.86	96.76	10.00	20.00	5.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	5.00	0.00	0.00	5.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	5.00	0.00
Spin an artichoke in front of a strobe camera  get a Fibonacci-sequence bloom! #ifIhadadollarforeverytimeIsaidthat https://t.co/imBq3Cs6g3	LER	has_video	99.00	50.00	43.37	25.77	10.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	5.00
Magnets  how do they work? J.C. Maxwell beat Insane Clown Posse to it | via @guardianscience https://t.co/lhyqeJBKra https://t.co/ksKM3dtL1z	LER	has_photo	73.90	77.92	1.00	25.77	8.67	19.23	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	7.69	3.85	0.00	3.85	0.00	7.69	0.00	0.00	0.00	3.85	0.00
Dwarf star magnetic fields surprise astronomers. Not by shouting boo | via @CosmosMagazine https://t.co/gZMg3Ou377 https://t.co/QEoSXoH251	LER	has_photo	96.29	18.16	2.40	94.75	11.00	31.82	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.64	0.00	0.00	0.00	0.00	0.00
